"","ref_gene_name","gene_id","Gene...Description","Gene...Transcripts...Length"
"4798","LOC105672080","gene6546","uncharacterized LOC105672080",2041
"1538","LOC105668820","gene3524","uncharacterized LOC105668820",5287
"1539","LOC105668821","gene3521","two pore potassium channel protein sup-9",4107
"1471","LOC105668753","gene3529","ets DNA-binding protein pokkuri",4583.83333333333
"429","LOC105667711","gene2650","myotubularin-related protein 13",7552
"507","LOC105667789","gene2652","uncharacterized LOC105667789",4759.5
"510","LOC105667792","gene2653","synaptotagmin-6",3693.85714285714
"10952","LOC105678233","gene12181","uncharacterized LOC105678233",3260.16666666667
"10953","LOC105678234","gene12185","nucleolar protein 4-like",3404
"4426","LOC105671708","gene6096","protein unc-80 homolog",11624
"4289","LOC105671571","gene6091","mitogen-activated protein kinase kinase kinase 4",4270.33333333333
"4410","LOC105671692","gene6099","microtubule-associated protein tau",4932
"2789","LOC105670071","gene4603","glucosylceramidase-like",2065.5
"10945","LOC105678226","gene12235","unconventional myosin-IXb-like",10330.1666666667
"10944","LOC105678225","gene12236","protein unc-13 homolog B",17292.8888888889
"11012","LOC105678293","gene12238","RNA polymerase II elongation factor Ell",3392
"7893","LOC105675174","gene9367","annexin B9-like",2091.5
"1336","LOC105668618","gene3381","SLIT-ROBO Rho GTPase-activating protein 1-like",2007
"1335","LOC105668617","gene3380","uncharacterized LOC105668617",1755
"1341","LOC105668623","gene3382","E3 ubiquitin-protein ligase RNF123",4514
"9788","LOC105677069","gene11095","BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3",1516
"10699","LOC105677980","gene11917","zinc finger CCCH domain-containing protein 14",3765
"9695","LOC105676976","gene11097","uncharacterized LOC105676976",5631.33333333333
"10704","LOC105677985","gene11918","glypican-6",4814
"10283","LOC105677564","gene11542","probable Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase",3979
"2795","LOC105670077","gene4713","DNA repair protein RAD50-like",4383
"2717","LOC105669999","gene4711","teneurin-m",11253.3636363636
"12443","LOC105679724","gene1834","uncharacterized LOC105679724",10714.25
"12018","LOC105679299","gene1380","endothelin-converting enzyme 1",3487
"1650","LOC105668932","gene3701","transcription factor YY2-like",1876
"2804","LOC105670086","gene4723","rho GTPase-activating protein gacZ-like",1591
"9974","LOC105677255","gene11278","adenomatous polyposis coli protein-like",3517
"11496","LOC105678777","gene12551","proteasome-associated protein ECM29 homolog",6254.5
"9991","LOC105677272","gene11271","transcriptional adapter 3-B",2222
"10007","LOC105677288","gene11273","phosphofurin acidic cluster sorting protein 2",3167
"9976","LOC105677257","gene11275","corticotropin-releasing factor-binding protein",1719
"9975","LOC105677256","gene11277","alkyldihydroxyacetonephosphate synthase",2100.5
"3600","LOC105670882","gene5448","uncharacterized LOC105670882",5629
"3599","LOC105670881","gene5449","inositol 1,4,5-trisphosphate receptor",10683.5555555556
"11497","LOC105678778","gene12550","glycogen debranching enzyme",5048.5
"8828","LOC105676109","gene10279","proton-coupled amino acid transporter 4-like",1478
"2843","LOC105670125","gene4758","ABC transporter G family member 23-like",2227
"1545","LOC105668827","gene3507","phosphatidate cytidylyltransferase, photoreceptor-specific",3357.5
"518","LOC105667800","gene266","uncharacterized LOC105667800",8304
"498","LOC105667780","gene264","uncharacterized LOC105667780",4122.5
"504","LOC105667786","gene263","nucleolar protein 6",3612
"539","LOC105667821","gene260","lachesin",2583.66666666667
"532","LOC105667814","gene261","centrosomal protein of 120 kDa",3160
"422","LOC105667704","gene268","gamma-aminobutyric acid receptor subunit beta-like",2602
"412","LOC105667694","gene269","delta(14)-sterol reductase",2275
"6362","LOC105673644","gene7963","uncharacterized LOC105673644",668
"6385","LOC105673667","gene7966","homeobox protein 2",2621.8
"6667","LOC105673949","gene8248","laccase-1-like",2345.5
"3018","LOC105670300","gene4926","zinc finger protein 358-like",3819
"2998","LOC105670280","gene4921","microfibrillar-associated protein 1",2452
"2995","LOC105670277","gene4922","endoribonuclease Dicer",5207.5
"3020","LOC105670302","gene4928","uncharacterized LOC105670302",2800
"3147","LOC105670429","gene5039","inositol-3-phosphate synthase 1-B-like",882
"3140","LOC105670422","gene5038","neurexin-2-like",1163
"9093","LOC105676374","gene10498","zinc finger protein 768-like",7759
"3137","LOC105670419","gene5031","titin-like",33635
"3135","LOC105670417","gene5030","titin-like",16512
"9091","LOC105676372","gene10496","solute carrier family 26 member 6-like",3029.25
"9094","LOC105676375","gene10497","",1398.33333333333
"12682","LOC105679963","gene193","uncharacterized LOC105679963",241
"12687","LOC105679968","gene194","nucleoporin GLE1-like",784
"12705","LOC105679986","gene195","serine/arginine-rich splicing factor 11-like",1299.33333333333
"12733","LOC105680014","gene198","uncharacterized LOC105680014",422
"11870","LOC105679151","gene13000","actin-binding LIM protein 2",3706.2
"11914","LOC105679195","gene13001","uncharacterized LOC105679195",960
"11859","LOC105679140","gene13009","cysteine-rich hydrophobic domain-containing protein 2",4624
"11560","LOC105678841","gene12754","pikachurin",10271
"11528","LOC105678809","gene12753","putative ferric-chelate reductase 1 homolog",3063
"11529","LOC105678810","gene12752","uncharacterized LOC105678810",2206.75
"11697","LOC105678978","gene12759","meiosis arrest female protein 1 homolog",7008.5
"7904","LOC105675185","gene990","sodium- and chloride-dependent GABA transporter 1-like",2638
"4137","LOC105671419","gene5917","V-type proton ATPase subunit C",2379
"12268","LOC105679549","gene1603","uncharacterized LOC105679549",1184.5
"12264","LOC105679545","gene1600","acetyl-coenzyme A synthetase",3393
"12265","LOC105679546","gene1601","enolase-like",1727
"1035","LOC105668317","gene3262","Bloom syndrome protein homolog",4534
"1036","LOC105668318","gene3263","ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",1969.33333333333
"1053","LOC105668335","gene3260","rab3 GTPase-activating protein non-catalytic subunit",5013
"12170","LOC105679451","gene1513","unconventional myosin-Va",7275
"11417","LOC105678698","gene12539","broad-complex core protein isoforms 1/2/3/4/5",2209.28571428571
"11414","LOC105678695","gene12538","ankyrin-3-like",2776.44444444444
"11408","LOC105678689","gene12532","mucin-5AC-like",5400
"11464","LOC105678745","gene12531","nuclease-sensitive element-binding protein 1",1008
"11462","LOC105678743","gene12530","SET and MYND domain-containing protein 4",8982
"5721","LOC105673003","gene7363","leucine-zipper-like transcriptional regulator 1",3805
"5723","LOC105673005","gene7362","histone-lysine N-methyltransferase pr-set7",2651
"5687","LOC105672969","gene7361","protein strawberry notch-like",5749.33333333333
"5682","LOC105672964","gene7366","",174.666666666667
"5679","LOC105672961","gene7364","xylulose kinase-like",2343.66666666667
"4618","LOC105671900","gene6379","snRNA-activating protein complex subunit 4",3400
"4617","LOC105671899","gene6378","uncharacterized LOC105671899",7229.5
"4668","LOC105671950","gene6375","DNA repair protein RAD50-like",4560
"7950","LOC105675231","gene9416","thyrotropin-releasing hormone receptor-like",1339
"7970","LOC105675251","gene9415","general transcription factor 3C polypeptide 3",3822
"3837","LOC105671119","gene5633","uncharacterized LOC105671119",1890
"3836","LOC105671118","gene5636","neuronal acetylcholine receptor subunit alpha-7",1530
"3832","LOC105671114","gene5635","F-box/LRR-repeat protein 7",2250.66666666667
"3858","LOC105671140","gene5639","disintegrin and metalloproteinase domain-containing protein 10",4419.5
"3383","LOC105670665","gene567","phosphoribosylformylglycinamidine synthase-like",4249
"6847","LOC105674129","gene8413","poly(A) RNA polymerase gld-2 homolog A-like",2787
"6855","LOC105674137","gene8417","nuclear pore complex protein Nup205",5981
"6440","LOC105673722","gene8011","structural maintenance of chromosomes protein 1A",3994
"3570","LOC105670852","gene5429","steroid receptor seven-up, isoforms B/C",5047.66666666667
"5442","LOC105672724","gene7135","cell death-inducing p53-target protein 1",2092
"10146","LOC105677427","gene11515","protein retinal degeneration B",7064
"9815","LOC105677096","gene11041","uncharacterized LOC105677096",2307.8
"10288","LOC105677569","gene11518","protein charybde-like",3452
"10252","LOC105677533","gene11519","60 kDa SS-A/Ro ribonucleoprotein-like",4672
"9215","LOC105676496","gene10647","serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform",3683.11111111111
"9112","LOC105676393","gene10397","structural maintenance of chromosomes protein 5",5069
"9110","LOC105676391","gene10398","uncharacterized LOC105676391",6456.33333333333
"8967","LOC105676248","gene10649","H/ACA ribonucleoprotein complex non-core subunit NAF1",2059
"9616","LOC105676897","gene10948","protein FAM49B",3195
"4339","LOC105671621","gene6176","UPF0605 protein GA14893-like",2062.66666666667
"7164","LOC105674446","gene8722","uncharacterized LOC105674446",4278.5
"8326","LOC105675607","gene9639","aminopeptidase N-like",2965
"8085","LOC105675366","gene9636","broad-complex core protein isoform 6",5270.38461538462
"8084","LOC105675365","gene9635","uncharacterized LOC105675365",3442
"8017","LOC105675298","gene9634","partner of Y14 and mago",1542
"8263","LOC105675544","gene9633","DEP domain-containing protein 5",5119.88888888889
"7997","LOC105675278","gene9632","inner centromere protein",5128
"3014","LOC105670296","gene528","uncharacterized LOC105670296",2854
"7368","LOC105674649","gene8908","nucleolysin TIAR",2774
"2865","LOC105670147","gene521","uncharacterized LOC105670147",1080
"7294","LOC105674576","gene8904","myosin-VIIa",8055.5
"2938","LOC105670220","gene525","uncharacterized LOC105670220",1078
"2968","LOC105670250","gene527","KIN17-like protein",2093.25
"8487","LOC105675768","gene1036","peptidoglycan recognition protein-like",1012
"8476","LOC105675757","gene1031","uncharacterized LOC105675757",5056
"8462","LOC105675743","gene1032","peroxisomal targeting signal 1 receptor",2362
"8374","LOC105675655","gene1039","uncharacterized LOC105675655",1323
"8614","LOC105675895","gene10029","protein dopey-1 homolog",9596
"8638","LOC105675919","gene10023","guanine nucleotide exchange factor for Rab-3A-like",3905
"7795","LOC105675076","gene9268","probable serine incorporator",2027.75
"8616","LOC105675897","gene10025","phosphoinositide 3-kinase adapter protein 1",4144
"11564","LOC105678845","gene12704","guanylate cyclase 32E-like",6253
"7763","LOC105675044","gene9267","homeodomain-interacting protein kinase 2",5449.66666666667
"3370","LOC105670652","gene5198","serine/threonine-protein kinase/endoribonuclease IRE1",3791
"3372","LOC105670654","gene5199","uncharacterized LOC105670654",1755.5
"3350","LOC105670632","gene5196","mediator of RNA polymerase II transcription subunit 16",3612.33333333333
"3317","LOC105670599","gene5194","uncharacterized LOC105670599",1598
"3299","LOC105670581","gene5192","histone deacetylase 6",4205.5
"3314","LOC105670596","gene5193","neurogenic locus notch homolog protein 3",4691
"11911","LOC105679192","gene12874","zinc finger protein 62 homolog",5710
"5495","LOC105672777","gene7176","protein shuttle craft",3924
"5496","LOC105672778","gene7177","uncharacterized LOC105672778",3080
"5044","LOC105672326","gene6563","limbic system-associated membrane protein",2635.5
"4136","LOC105671418","gene5996","R3H domain-containing protein 1",7025
"4215","LOC105671497","gene5997","uncharacterized LOC105671497",2688
"4122","LOC105671404","gene5995","neogenin",8745
"575","LOC105667857","gene2679","ATPase WRNIP1-like",1970
"546","LOC105667828","gene2670","potassium voltage-gated channel protein Shal",5650.66666666667
"446","LOC105667728","gene2671","short coiled-coil protein B",1098.33333333333
"622","LOC105667904","gene2676","BTB/POZ domain-containing protein 6-B-like",1473
"547","LOC105667829","gene2675","WD repeat-containing protein 7",4829.5
"8800","LOC105676081","gene10233","baculoviral IAP repeat-containing protein 7-B",1534.5
"8791","LOC105676072","gene10230","dynein heavy chain, cytoplasmic",14461
"9148","LOC105676429","gene10547","protein embryonic gonad-like",3162
"9196","LOC105676477","gene10540","frizzled-2",5214
"8792","LOC105676073","gene10235","uncharacterized LOC105676073",6038
"11048","LOC105678329","gene12256","DENN domain-containing protein 5B",6032.55555555556
"11026","LOC105678307","gene12253","WD repeat-containing and planar cell polarity effector protein fritz",3913
"2595","LOC105669877","gene4486","solute carrier family 12 member 9",3684
"2441","LOC105669723","gene4485","chromobox protein homolog 1-like",887
"2433","LOC105669715","gene4481","uncharacterized LOC105669715",7901
"1075","LOC105668357","gene3109","progestin and adipoQ receptor family member 3",2075
"2821","LOC105670103","gene4738","glutamate receptor ionotropic, kainate 2",4275
"2819","LOC105670101","gene4736","sialin",3285
"1192","LOC105668474","gene3107","pituitary homeobox x",3509
"1193","LOC105668475","gene3106","uncharacterized protein C1orf194 homolog",1219
"8610","LOC105675891","gene10053","uncharacterized LOC105675891",380
"8657","LOC105675938","gene10055","protein sickie-like",8188
"10436","LOC105677717","gene11704","microtubule-associated protein Jupiter-like",2698.83333333333
"9963","LOC105677244","gene11258","potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2",2919.16666666667
"10439","LOC105677720","gene11709","agrin",2855
"9961","LOC105677242","gene11255","tankyrase",4000.5
"9967","LOC105677248","gene11254","protein phosphatase 1 regulatory subunit 3C-B",2235
"10010","LOC105677291","gene11253","uncharacterized LOC105677291",5293
"8899","LOC105676180","gene10250","RNA-binding protein 5-like",3533
"8807","LOC105676088","gene10252","MOB kinase activator-like 3",1844
"8866","LOC105676147","gene10259","transmembrane protein 145",2835
"4867","LOC105672149","gene6610","ankyrin repeat domain-containing protein 49-like",974
"10504","LOC105677785","gene11690","uncharacterized LOC105677785",2947
"7059","LOC105674341","gene8739","zinc finger protein 236-like",2538
"12803","LOC105680084","gene203","fatty acid synthase-like",5175
"7060","LOC105674342","gene8730","zinc finger protein 628-like",1717
"7027","LOC105674309","gene8733","zinc finger and BTB domain-containing protein 24-like",756
"7026","LOC105674308","gene8732","zinc finger protein 677-like",1008
"6243","LOC105673525","gene7906","uncharacterized LOC105673525",10006
"6240","LOC105673522","gene7904","Meckel syndrome type 1 protein",2750.75
"6351","LOC105673633","gene7903","transcription factor IIIA-like",2860
"6635","LOC105673917","gene8204","very low-density lipoprotein receptor-like",5839.66666666667
"8266","LOC105675547","gene9661","coiled-coil domain-containing protein 102A",2560
"3990","LOC105671272","gene5955","DCN1-like protein 5",2461.5
"5291","LOC105672573","gene746","uncharacterized LOC105672573",5377
"10295","LOC105677576","gene1193","N-alpha-acetyltransferase 60",1669
"1407","LOC105668689","gene3493","trichohyalin-like",8729.25
"10273","LOC105677554","gene1194","cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1",3590
"7699","LOC105674980","gene9179","RING finger protein 157",2247
"3013","LOC105670295","gene4908","transmembrane protein 184B",3242
"3023","LOC105670305","gene4903","zinc finger protein Xfin-like",6612.14285714286
"3028","LOC105670310","gene4901","WD repeat-containing protein mio-B",3107.5
"3002","LOC105670284","gene4904","vacuolar protein sorting-associated protein 13A-like",11536
"3004","LOC105670286","gene4905","trithorax group protein osa",8788.6
"8314","LOC105675595","gene9488","Golgi apparatus protein 1",3977
"1409","LOC105668691","gene3497","phosphoacetylglucosamine mutase",1856
"8051","LOC105675332","gene9489","uncharacterized LOC105675332",6310.75
"5635","LOC105672917","gene7313","SH2B adapter protein 1",3883.33333333333
"5638","LOC105672920","gene7310","transketolase-like protein 2",2968
"1279","LOC105668561","gene3328","RING finger and CHY zinc finger domain-containing protein 1",1987
"11809","LOC105679090","gene12889","kin of IRRE-like protein 1",3645.5
"11814","LOC105679095","gene12888","lachesin-like",2019
"12784","LOC105680065","gene2083","uncharacterized LOC105680065",2621
"11621","LOC105678902","gene12735","heat shock factor protein 2-like",1447.66666666667
"11504","LOC105678785","gene12737","probable cleavage and polyadenylation specificity factor subunit 2",2802
"8234","LOC105675515","gene9483","peroxidasin",4763
"6688","LOC105673970","gene8202","pleckstrin homology domain-containing family J member 1-like",1393
"3115","LOC105670397","gene4964","protein wings apart-like",4845
"571","LOC105667853","gene2628","tRNA pseudouridine synthase-like 1",1330
"8021","LOC105675302","gene9487","uncharacterized LOC105675302",1223
"10908","LOC105678189","gene12083","ras-related protein M-Ras-like",1127
"10895","LOC105678176","gene12084","transmembrane protein 132C",10344
"10903","LOC105678184","gene12088","UV excision repair protein RAD23 homolog A-like",2193
"1521","LOC105668803","gene3504","trichohyalin-like",1771
"5663","LOC105672945","gene7342","dipeptidyl aminopeptidase-like protein 6",7109.66666666667
"6768","LOC105674050","gene8322","UDP-glucuronic acid decarboxylase 1",1807
"4657","LOC105671939","gene6355","sestrin-3",3483.33333333333
"4587","LOC105671869","gene6354","PAX-interacting protein 1",5241.5
"3761","LOC105671043","gene5611","phosphoribosylformylglycinamidine synthase-like",4272
"3784","LOC105671066","gene5615","uncharacterized LOC105671066",5766
"3788","LOC105671070","gene5617","TBC1 domain family member 13",1677
"3785","LOC105671067","gene5616","uncharacterized LOC105671067",1256.125
"355","LOC105667637","gene2452","cytospin-A-like",5794.2
"6742","LOC105674024","gene8321","tripeptidyl-peptidase 2",3706
"6582","LOC105673864","gene8264","PR domain zinc finger protein 5-like",2222
"6425","LOC105673707","gene8032","kinesin-like protein unc-104",9418
"6076","LOC105673358","gene7753","protein Wnt-7b",2513.66666666667
"6414","LOC105673696","gene8030","pre-mRNA-splicing regulator WTAP",3338
"6430","LOC105673712","gene8037","ras-related protein Rab-35",2878
"9752","LOC105677033","gene11068","transcription factor SPT20 homolog",3987.71428571429
"9706","LOC105676987","gene11062","uncharacterized LOC105676987",4676
"9664","LOC105676945","gene11063","atrophin-1-like",1872
"9757","LOC105677038","gene11067","uncharacterized LOC105677038",4424.5
"357","LOC105667639","gene2451","slit homolog 1 protein-like",4258
"7281","LOC105674563","gene8652","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit",5286
"7307","LOC105674589","gene8653","U1 small nuclear ribonucleoprotein 70 kDa",1588
"12707","LOC105679988","gene1978","nucleolar MIF4G domain-containing protein 1",3050
"7214","LOC105674496","gene8654","potassium voltage-gated channel protein Shaker",5083.85714285714
"10253","LOC105677534","gene11397","protein asteroid-like",2829
"10266","LOC105677547","gene11394","KDEL motif-containing protein 1-like",1739.66666666667
"10263","LOC105677544","gene11393","exocyst complex component 3",2632
"6535","LOC105673817","gene8129","ras-related protein Rab-39B",2098.75
"6795","LOC105674077","gene8325","lysine-specific histone demethylase 1A",4106
"5246","LOC105672528","gene7055","uncharacterized LOC105672528",7191.5
"5347","LOC105672629","gene7054","PR domain zinc finger protein 1-like",2575
"7358","LOC105674640","gene8696","octopamine receptor beta-2R-like",2420.55555555556
"494","LOC105667776","gene2571","uncharacterized LOC105667776",1395.66666666667
"2299","LOC105669581","gene4223","probable E3 ubiquitin-protein ligase makorin-1",3895.5
"2298","LOC105669580","gene4222","tyrosine-protein phosphatase 99A",4548
"7829","LOC105675110","gene9340","potassium voltage-gated channel protein eag",7020
"7828","LOC105675109","gene9347","uncharacterized LOC105675109",8160.8
"2290","LOC105669572","gene4224","uncharacterized LOC105669572",770
"2282","LOC105669564","gene4228","ski oncogene",7384
"8042","LOC105675323","gene9618","carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1",3533
"9016","LOC105676297","gene10629","zinc finger protein 346-like",969
"8957","LOC105676238","gene10627","protein split ends",17079
"9014","LOC105676295","gene10621","CD63 antigen-like",3077
"7476","LOC105674757","gene8967","UPF0472 protein C16orf72 homolog",4682
"7440","LOC105674721","gene8962","dipeptidase 1-like",3343
"7457","LOC105674738","gene8963","uncharacterized LOC105674738",3776
"482","LOC105667764","gene2579","protein sprint",5277.57142857143
"7444","LOC105674725","gene8968","actin-related protein 1",1480
"7491","LOC105674772","gene8969","mannosyl-oligosaccharide glucosidase",2896
"11684","LOC105678965","gene12796","acetylcholine receptor subunit alpha-like",4812.125
"10696","LOC105677977","gene11939","neuroligin-1-like",5526
"10712","LOC105677993","gene11930","uncharacterized LOC105677993",518
"10692","LOC105677973","gene11936","uncharacterized LOC105677973",518
"10687","LOC105677968","gene11935","retinoic acid receptor RXR",2802.5
"4482","LOC105671764","gene6264","protein FAM98B",2667
"5216","LOC105672498","gene6993","catenin alpha",5032
"5205","LOC105672487","gene6992","serine/arginine-rich splicing factor 1A",3155.5
"5226","LOC105672508","gene6994","polyadenylate-binding protein-interacting protein 2",2920
"3173","LOC105670455","gene547","protein crumbs-like",8457
"3156","LOC105670438","gene545","uncharacterized LOC105670438",8219
"3145","LOC105670427","gene544","",180.666666666667
"3182","LOC105670464","gene548","serine/threonine-protein kinase CG17528",6084
"5392","LOC105672674","gene7114","uncharacterized LOC105672674",2431.5
"5423","LOC105672705","gene7116","probable inactive tRNA-specific adenosine deaminase-like protein 3",3252
"315","LOC105667597","gene2477","BRISC and BRCA1-A complex member 1-like",1682
"5395","LOC105672677","gene7113","cytochrome c oxidase assembly factor 3, mitochondrial",1369.5
"4765","LOC105672047","gene6507","uncharacterized LOC105672047",2394
"4783","LOC105672065","gene6501","uncharacterized LOC105672065",1870
"12751","LOC105680032","gene2047","integrin-linked protein kinase",2249
"7287","LOC105674569","gene8790","histone deacetylase Rpd3",2043
"614","LOC105667896","gene2692","contactin",4128
"583","LOC105667865","gene2693","26S proteasome non-ATPase regulatory subunit 2",4753
"582","LOC105667864","gene2694","VWFA and cache domain-containing protein 1",3859.5
"633","LOC105667915","gene2695","sodium- and chloride-dependent GABA transporter 1-like",2845.5
"440","LOC105667722","gene2696","uncharacterized LOC105667722",2316
"587","LOC105667869","gene2698","protein MON2 homolog",7045
"562","LOC105667844","gene2699","centrosomal protein of 78 kDa-like",3949
"2611","LOC105669893","gene4466","cubilin-like",3260
"1845","LOC105669127","gene3844","E2/E3 hybrid ubiquitin-protein ligase UBE2O",5607
"11094","LOC105678375","gene12274","uncharacterized LOC105678375",989.5
"11092","LOC105678373","gene12277","uncharacterized methyltransferase-like protein SPBC21C3.07c",1171
"11095","LOC105678376","gene12270","uncharacterized LOC105678376",5095
"11091","LOC105678372","gene12273","RNA polymerase-associated protein RTF1 homolog",2556
"12104","LOC105679385","gene1419","uncharacterized LOC105679385",5701
"12105","LOC105679386","gene1418","ubiA prenyltransferase domain-containing protein 1 homolog",2281
"12130","LOC105679411","gene1412","condensin complex subunit 2",2624
"12115","LOC105679396","gene1417","uncharacterized LOC105679396",1228.66666666667
"12114","LOC105679395","gene1415","aurora kinase B",1142
"12121","LOC105679402","gene1414","soluble NSF attachment protein",2043
"4921","LOC105672203","gene703","titin-like",2241
"982","LOC105668264","gene3122","mediator of RNA polymerase II transcription subunit 15-like",2554.5
"979","LOC105668261","gene3124","uncharacterized LOC105668261",3478.5
"978","LOC105668260","gene3126","uncharacterized LOC105668260",6776.5
"4927","LOC105672209","gene702","titin-like",10781
"11179","LOC105678460","gene12347","protogenin-like",4634
"2257","LOC105669539","gene4262","14-3-3 protein zeta",5465.25
"10416","LOC105677697","gene11727","tetraspanin-1",2351
"10426","LOC105677707","gene11726","zinc finger protein 800",3681.33333333333
"2688","LOC105669970","gene4660","glutathione synthetase-like",1637
"10005","LOC105677286","gene11232","protein KBP homolog",1877.66666666667
"9982","LOC105677263","gene11239","probable aspartate aminotransferase, cytoplasmic",1718
"10415","LOC105677696","gene11729","SAFB-like transcription modulator",3160.6
"3512","LOC105670794","gene5404","uncharacterized LOC105670794",1394.5
"3507","LOC105670789","gene5401","cyclin-dependent kinase 1",1882
"3509","LOC105670791","gene5403","uncharacterized LOC105670791",6051
"908","LOC105668190","gene2996","",226
"406","LOC105667688","gene2551","fatty acid synthase-like",6324
"909","LOC105668191","gene2998","protein Wnt-11-like",1744
"4915","LOC105672197","gene6698","AF4/FMR2 family member 4-like",10609.5
"4881","LOC105672163","gene6694","protein timeless homolog",5102
"4882","LOC105672164","gene6695","insulin-like growth factor-binding protein complex acid labile subunit",4879
"11915","LOC105679196","gene12979","uncharacterized LOC105679196",4338
"4883","LOC105672165","gene6692","tensin-like C1 domain-containing phosphatase",4339.25
"4886","LOC105672168","gene6693","uncharacterized LOC105672168",15462
"5483","LOC105672765","gene7184","RNA-binding protein 33-like",3900.5
"117","LOC105667399","gene228","uncharacterized LOC105667399",1105
"6651","LOC105673933","gene8209","serine/threonine-protein phosphatase 4 regulatory subunit 4-like",4111
"6653","LOC105673935","gene8208","protein aubergine-like",4043
"7258","LOC105674540","gene8759","mitochondrial enolase superfamily member 1-like",1770
"6670","LOC105673952","gene8207","CDK5 and ABL1 enzyme substrate 2",5936
"6733","LOC105674015","gene8206","intraflagellar transport protein 74 homolog",2315
"97","LOC105667379","gene226","uncharacterized LOC105667379",2243
"3183","LOC105670465","gene5076","BAI1-associated protein 3-like",1262
"3184","LOC105670466","gene5072","uncharacterized LOC105670466",1538
"3190","LOC105670472","gene5078","protein slit",5889
"6649","LOC105673931","gene854","T-cell immunomodulatory protein",1969
"1305","LOC105668587","gene3356","ATP-binding cassette sub-family B member 6, mitochondrial",3105.33333333333
"4818","LOC105672100","gene6592","cilia- and flagella-associated protein 43-like",5226
"3413","LOC105670695","gene5289","ecdysone receptor",4384
"7806","LOC105675087","gene959","cytochrome P450 6j1-like",3006
"1517","LOC105668799","gene3515","homeobox protein homothorax",3817.7
"7645","LOC105674926","gene957","serine proteinase stubble",3704
"9886","LOC105677167","gene1171","calcium-activated potassium channel slowpoke",9038.21875
"9772","LOC105677053","gene1172","uncharacterized LOC105677053",1780
"10244","LOC105677525","gene1175","protein LSM14 homolog A",3788
"10238","LOC105677519","gene1178","ubiquitin-conjugating enzyme E2 variant 2",635
"10325","LOC105677606","gene1179","uncharacterized LOC105677606",3103.5
"7938","LOC105675219","gene9401","uncharacterized LOC105675219",2779.66666666667
"7942","LOC105675223","gene9403","uncharacterized LOC105675223",1843.71428571429
"7943","LOC105675224","gene9405","transcriptional repressor CTCFL-like",3202.85714285714
"7512","LOC105674793","gene9154","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase-like",3974
"1307","LOC105668589","gene3355","uncharacterized LOC105668589",3637
"1840","LOC105669122","gene3850","transcription initiation factor IIB",1365
"11510","LOC105678791","gene12711","protein purity of essence",16230
"11879","LOC105679160","gene12865","uncharacterized LOC105679160",3546.66666666667
"2893","LOC105670175","gene4807","phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",3679.33333333333
"11366","LOC105678647","gene12718","prolyl endopeptidase-like",655
"2910","LOC105670192","gene4806","ATPase family AAA domain-containing protein 1-B-like",1409
"6253","LOC105673535","gene7820","gamma-aminobutyric acid receptor alpha-like",2424
"1309","LOC105668591","gene3358","uncharacterized LOC105668591",2548
"6811","LOC105674093","gene8345","succinate-semialdehyde dehydrogenase, mitochondrial",2009
"2456","LOC105669738","gene4505","uncharacterized LOC105669738",3505
"7162","LOC105674444","gene8723","GTP-binding protein Di-Ras2",4470
"1015","LOC105668297","gene3220","neurobeachin",15555
"565","LOC105667847","gene2700","uncharacterized LOC105667847",3686.5
"557","LOC105667839","gene2602","transcription factor kayak",2175
"5717","LOC105672999","gene7326","protein RCC2 homolog",2773
"5703","LOC105672985","gene7321","cystathionine beta-synthase",1806.5
"5555","LOC105672837","gene7231","leucine-rich repeat-containing protein 16A",6692.66666666667
"5702","LOC105672984","gene7328","copper-transporting ATPase 1",4735.66666666667
"4565","LOC105671847","gene6337","cohesin subunit SA-2",4423
"4516","LOC105671798","gene6334","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase classes I and II",10611.3333333333
"4517","LOC105671799","gene6330","dachshund homolog 2",4860
"1088","LOC105668370","gene3229","uncharacterized LOC105668370",9729
"4544","LOC105671826","gene6339","storkhead-box protein 2",4732
"4545","LOC105671827","gene6338","dystrotelin-like",2536
"3824","LOC105671106","gene5679","MICOS complex subunit Mic60",2887
"3815","LOC105671097","gene5675","cytoplasmic polyadenylation element-binding protein 2",8116
"3817","LOC105671099","gene5673","cytoplasmic polyadenylation element-binding protein 1-B",3644.25
"3845","LOC105671127","gene5671","tyrosine-protein phosphatase non-receptor type 9",3451
"3799","LOC105671081","gene5670","lysine-specific demethylase 3B",10374
"9710","LOC105676991","gene11008","rho GTPase-activating protein 44-like",3295.25
"2741","LOC105670023","gene4673","major antigen-like",3352
"556","LOC105667838","gene2605","dopamine N-acetyltransferase",1241
