"","ref_gene_name","gene_id","Gene...Description","Gene...Transcripts...Length"
"729","LOC105668011","gene2818","uncharacterized LOC105668011",1208.5
"1833","LOC105669115","gene3826","neuronal pentraxin-1-like",1255
"9907","LOC105677188","gene11176","ataxin-7-like protein 3",1552
"9905","LOC105677186","gene11177","replication protein A 70 kDa DNA-binding subunit",2134
"10539","LOC105677820","gene11793","uncharacterized LOC105677820",1975
"11983","LOC105679264","gene13059","polyubiquitin",1882
"2607","LOC105669889","gene4516","glycylpeptide N-tetradecanoyltransferase 1",1997
"5158","LOC105672440","gene7040","tubulin alpha chain-like",1881
"5163","LOC105672445","gene7041","nuclear inhibitor of protein phosphatase 1",1523
"10951","LOC105678232","gene1262","uncharacterized LOC105678232",2518
"12592","LOC105679873","gene1678","sequestosome-1",2041.5
"2437","LOC105669719","gene4536","uncharacterized LOC105669719",2537
"7198","LOC105674480","gene8637","ubiquitin carboxyl-terminal hydrolase 5",3371
"8110","LOC105675391","gene9581","cysteine desulfurase, mitochondrial",1643
"10284","LOC105677565","gene11543","pseudouridine-5'-phosphatase-like",1147
"10287","LOC105677568","gene11548","sodium-dependent phosphate transporter 1-B",1818
"5314","LOC105672596","gene6878","exonuclease 3'-5' domain-containing protein 2",2403
"5317","LOC105672599","gene6877","mitochondrial import inner membrane translocase subunit Tim16",785
"3552","LOC105670834","gene5370","protein NDNF",2581.5
"6990","LOC105674272","gene8539","small nuclear ribonucleoprotein-associated protein B",806
"9615","LOC105676896","gene10949","tRNA dimethylallyltransferase, mitochondrial",1832
"7845","LOC105675126","gene9337","zinc finger protein 706-like",729.5
"9603","LOC105676884","gene10942","methyltransferase-like protein 9",3457.66666666667
"8668","LOC105675949","gene10059","glutathione synthetase-like",2403
"8665","LOC105675946","gene10057","pre-mRNA-splicing factor 38B",1663
"8445","LOC105675726","gene9911","trypsin-1-like",1506
"7986","LOC105675267","gene9454","uncharacterized LOC105675267",2126
"7489","LOC105674770","gene9001","signal transducing adapter molecule 1",3119
"5484","LOC105672766","gene7187","cell wall protein PRY3-like",3706
"5492","LOC105672774","gene7183","DEAD-box helicase Dbp80",1823
"11919","LOC105679200","gene12970","transmembrane protein C5orf28",1690
"5488","LOC105672770","gene7188","actin, clone 403-like",1881
"4918","LOC105672200","gene6595","leucine-rich repeat-containing protein 15-like",3285
"10142","LOC105677423","gene11507","sodium-dependent noradrenaline transporter",2552.25
"1435","LOC105668717","gene3516","uncharacterized LOC105668717",2676
"5561","LOC105672843","gene7237","TP53-regulating kinase",1438
"3743","LOC105671025","gene5584","protein singed wings 2",1962
"10992","LOC105678273","gene12202","mevalonate kinase",1465
"10931","LOC105678212","gene12207","methionine--tRNA ligase, cytoplasmic",2725
"2854","LOC105670136","gene4765","methyltransferase-like protein 16",2891
"11944","LOC105679225","gene12917","T-complex protein 1 subunit zeta",1907
"8917","LOC105676198","gene10205","threonine--tRNA ligase, cytoplasmic",2547.75
"8812","LOC105676093","gene10202","short-chain dehydrogenase/reductase family 16C member 6-like",1916
"4977","LOC105672259","gene6605","potassium channel subfamily K member 13-like",2093
"11580","LOC105678861","gene12567","homeobox protein ARX-like",2036
"12323","LOC105679604","gene1652","FIT family protein CG10671",3345
"12329","LOC105679610","gene1658","uncharacterized LOC105679610",1694
"5089","LOC105672371","gene6851","carbohydrate sulfotransferase 14-like",1401.5
"3503","LOC105670785","gene5393","probable ATP-dependent RNA helicase DHX35",2397
"6472","LOC105673754","gene8045","probable cytosolic oligopeptidase A",2385
"10250","LOC105677531","gene11520","heat shock 70 kDa protein cognate 3",2721
"10305","LOC105677586","gene11523","protein kinase 3",4384
"9264","LOC105676545","gene10695","V-type proton ATPase catalytic subunit A",2822.5
"9595","LOC105676876","gene10925","actin-like protein 6B",1953
"9312","LOC105676593","gene10690","persulfide dioxygenase ETHE1, mitochondrial",1363
"9623","LOC105676904","gene10923","eukaryotic translation initiation factor 3 subunit L",1914
"8675","LOC105675956","gene10070","methionine aminopeptidase 1",1561
"7851","LOC105675132","gene9319","uncharacterized LOC105675132",1605
"7640","LOC105674921","gene9022","uncharacterized LOC105674921",1998.5
"7925","LOC105675206","gene9314","histone H2B",487
"7926","LOC105675207","gene9315","histone H4",400
"6010","LOC105673292","gene7648","folylpolyglutamate synthase, mitochondrial-like",2188
"1971","LOC105669253","gene3902","tubulin beta chain-like",2482.66666666667
"7808","LOC105675089","gene9317","histone H1E-like",810
"11939","LOC105679220","gene12991","Kv channel-interacting protein 2-like",1332.5
"11940","LOC105679221","gene12992","vesicle transport protein SEC20",1187
"3912","LOC105671194","gene5943","cleavage stimulation factor subunit 1",1942
"11268","LOC105678549","gene12303","U1 small nuclear ribonucleoprotein C",1155
"7891","LOC105675172","gene9313","U4/U6 small nuclear ribonucleoprotein Prp4",2560
"11074","LOC105678355","gene12222","methyl-CpG-binding domain protein 3",1582
"1350","LOC105668632","gene3394","ADP-ribosylation factor-like protein 4C",2997.66666666667
"1344","LOC105668626","gene3395","coiled-coil domain-containing protein 37-like",3147
"1354","LOC105668636","gene3391","uncharacterized LOC105668636",838
"10461","LOC105677742","gene11643","neuropeptide-like protein 29",579
"12039","LOC105679320","gene1399","protein MAATS1",3311
"4956","LOC105672238","gene6628","protein dachsous",9974
"9233","LOC105676514","gene10480","WD repeat-containing protein 37",2325
"9236","LOC105676517","gene10482","DNA replication licensing factor Mcm5",2364
"9157","LOC105676438","gene10485","eukaryotic translation initiation factor 3 subunit I",1161
"11866","LOC105679147","gene13014","probable RNA methyltransferase CG11342",2841.6
"11710","LOC105678991","gene12761","60S ribosomal protein L3",1391
"11690","LOC105678971","gene12764","histone H3.3",850
"7862","LOC105675143","gene985","caspase-1-like",2057
"11353","LOC105678634","gene12502","HBS1-like protein",2525
"1397","LOC105668679","gene3554","zinc finger protein Noc",3065.5
"12689","LOC105679970","gene2010","uncharacterized protein C17orf85 homolog",2766
"5711","LOC105672993","gene7379","kinesin-like protein KIF23",3308
"5726","LOC105673008","gene7372","uncharacterized LOC105673008",1842.5
"10171","LOC105677452","gene11505","phospholipase A1",1740
"9582","LOC105676863","gene10904","uncharacterized LOC105676863",3029
"8981","LOC105676262","gene10676","uncharacterized LOC105676262",1028
"9109","LOC105676390","gene10674","26S proteasome non-ATPase regulatory subunit 10-like",1288
"9218","LOC105676499","gene10678","N-alpha-acetyltransferase 10",1356
"9591","LOC105676872","gene10908","uncharacterized LOC105676872",1456
"885","LOC105668167","gene2977","baculoviral IAP repeat-containing protein 7-A-like",823
"873","LOC105668155","gene2976","testis-specific serine/threonine-protein kinase 3-like",1685
"11238","LOC105678519","gene12393","procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",2728
"229","LOC105667511","gene2393","uncharacterized LOC105667511",1480.83333333333
"4811","LOC105672093","gene6558","uncharacterized LOC105672093",1047
"4263","LOC105671545","gene6080","uncharacterized LOC105671545",1344
"4255","LOC105671537","gene6085","leucine-rich repeat extensin-like protein 5",2467
"2509","LOC105669791","gene4479","uncharacterized LOC105669791",1967.33333333333
